site_no,date_time,height_ft,discharge_cfs,station_nm,lat,long,coord_datum
08165300,2025-07-05T19:00:00Z,2.53,175,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T19:15:00Z,2.54,178,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T19:30:00Z,2.58,190,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T19:45:00Z,2.63,205,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T20:00:00Z,2.68,222,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T20:15:00Z,2.71,232,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T20:30:00Z,2.72,235,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T20:45:00Z,2.73,239,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T21:00:00Z,2.72,235,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T21:15:00Z,2.7,228,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T21:30:00Z,2.68,222,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T21:45:00Z,2.66,215,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T22:00:00Z,2.64,208,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T22:15:00Z,2.61,199,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T22:30:00Z,2.59,193,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T22:45:00Z,2.56,184,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T23:00:00Z,2.54,178,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T23:15:00Z,2.52,172,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T23:30:00Z,2.5,167,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-05T23:45:00Z,2.49,164,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T00:00:00Z,2.48,161,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T00:15:00Z,2.46,156,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T00:30:00Z,2.45,154,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T00:45:00Z,2.44,151,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T01:00:00Z,2.43,148,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T01:15:00Z,2.42,146,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T01:30:00Z,2.41,144,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T01:45:00Z,2.41,144,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T02:00:00Z,2.4,141,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T02:15:00Z,2.39,139,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T02:30:00Z,2.39,139,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T02:45:00Z,2.38,136,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T03:00:00Z,2.38,136,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T03:15:00Z,2.37,134,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T03:30:00Z,2.37,134,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T03:45:00Z,2.36,131,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T04:00:00Z,2.36,131,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T04:15:00Z,2.36,131,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T04:30:00Z,2.35,129,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T04:45:00Z,2.35,129,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
08165300,2025-07-06T05:00:00Z,2.34,127,"N Fk Guadalupe Rv nr Hunt, TX",30.06410028,-99.3870175,NAD83
